Protein	dim1
362663.ECP_1581	1150
362663.ECP_1584	1151
362663.ECP_4696	1152
362663.ECP_2143	1153
362663.ECP_3966	1154
362663.ECP_3967	1155
362663.ECP_3063	1156
362663.ECP_4118	1157
362663.ECP_1601	1158
362663.ECP_4156	1159
362663.ECP_1592	1160
362663.ECP_3498	1161
362663.ECP_1087	1162
362663.ECP_2362	1163
362663.ECP_0188	1164
362663.ECP_1342	1165
362663.ECP_2054	1166
362663.ECP_0533	1167
362663.ECP_3296	1168
362663.ECP_3016	1169
362663.ECP_0790	1170
362663.ECP_0791	1171
362663.ECP_3269	1172
362663.ECP_0075	1173
362663.ECP_0079	1174
362663.ECP_3878	1175
362663.ECP_3962	1176
362663.ECP_3877	1177
362663.ECP_0080	1178
362663.ECP_3964	1179
362663.ECP_1457	1180
362663.ECP_0073	1181
362663.ECP_0074	1182
362663.ECP_0853	1183
362663.ECP_0788	1184
362663.ECP_0792	1185
362663.ECP_1537	1186
362663.ECP_0556	1187
362663.ECP_0557	1188
362663.ECP_3203	1189
362663.ECP_0789	1190
362663.ECP_3204	1191
362663.ECP_2273	1192
362663.ECP_2566	1193
362663.ECP_2565	1194
362663.ECP_2568	1195
362663.ECP_2567	1196
362663.ECP_0721	1197
362663.ECP_2271	1198
362663.ECP_2272	1199
362663.ECP_2269	1200
362663.ECP_2569	1201
362663.ECP_2057	1202
362663.ECP_3140	1203
362663.ECP_2056	1204
362663.ECP_0720	1205
362663.ECP_2296	1206
362663.ECP_0580	1207
362663.ECP_1458	1208
362663.ECP_3139	1209
362663.ECP_2301	1210
362663.ECP_2299	1211
362663.ECP_2298	1212
362663.ECP_2300	1213
362663.ECP_2302	1214
362663.ECP_0579	1215
362663.ECP_1814	1216
362663.ECP_0139	1217
362663.ECP_0142	1218
362663.ECP_1124	1219
362663.ECP_0485	1220
362663.ECP_0578	1221
362663.ECP_2848	1222
362663.ECP_1125	1223
362663.ECP_4019	1224
362663.ECP_2849	1225
362663.ECP_1493	1226
362663.ECP_2297	1227
362663.ECP_1815	1228
362663.ECP_3108	1229
362663.ECP_1494	1230
362663.ECP_3122	1231
362663.ECP_4756	1232
362663.ECP_1433	1233
362663.ECP_4020	1234
362663.ECP_0143	1235
362663.ECP_3156	1236
362663.ECP_1434	1237
362663.ECP_1786	1238
362663.ECP_3901	1239
362663.ECP_0522	1240
362663.ECP_2511	1241
362663.ECP_1554	1242
362663.ECP_0521	1243
362663.ECP_2274	1244
362663.ECP_3900	1245
362663.ECP_4074	1246
362663.ECP_4187	1247
362663.ECP_0220	1248
362663.ECP_3902	1249
362663.ECP_4268	1250
362663.ECP_4507	1251
362663.ECP_3903	1252
362663.ECP_4508	1253
362663.ECP_0531	1254
362663.ECP_1091	1255
362663.ECP_0221	1256
362663.ECP_0192	1257
362663.ECP_0260	1258
362663.ECP_4403	1259
362663.ECP_1284	1260
362663.ECP_1038	1261
362663.ECP_0481	1262
362663.ECP_1570	1263
362663.ECP_3676	1264
362663.ECP_2329	1265
362663.ECP_3963	1266
362663.ECP_2896	1267
362663.ECP_4272	1268
362663.ECP_4271	1269
362663.ECP_2498	1270
362663.ECP_1039	1271
362663.ECP_4755	1272
362663.ECP_0670	1273
362663.ECP_0804	1274
362663.ECP_1331	1275
362663.ECP_2562	1276
362663.ECP_1416	1277
362663.ECP_3965	1278
362663.ECP_3210	1279
362663.ECP_0885	1280
362663.ECP_3717	1281
362663.ECP_4404	1282
362663.ECP_4015	1283
362663.ECP_1414	1284
362663.ECP_0803	1285
362663.ECP_1413	1286
362663.ECP_1415	1287
362663.ECP_1296	1288
362663.ECP_1852	1289
362663.ECP_3107	1290
362663.ECP_2897	1291
362663.ECP_3718	1292
362663.ECP_0477	1293
362663.ECP_4260	1294
362663.ECP_0183	1295
362663.ECP_4127	1296
362663.ECP_0191	1297
362663.ECP_1523	1298
362663.ECP_4591	1299
362663.ECP_0422	1300
362663.ECP_4590	1301
362663.ECP_3348	1302
362663.ECP_0802	1303
362663.ECP_3349	1304
362663.ECP_0421	1305
362663.ECP_1657	1306
362663.ECP_1659	1307
362663.ECP_0168	1308
362663.ECP_2391	1309
362663.ECP_2587	1310
362663.ECP_0908	1311
362663.ECP_0420	1312
362663.ECP_0102	1313
362663.ECP_2194	1314
362663.ECP_1474	1315
362663.ECP_3654	1316
362663.ECP_0909	1317
362663.ECP_0910	1318
362663.ECP_1535	1319
362663.ECP_4104	1320
362663.ECP_4105	1321
362663.ECP_1476	1322
362663.ECP_1477	1323
362663.ECP_1475	1324
362663.ECP_2643	1325
362663.ECP_4103	1326
362663.ECP_0103	1327
362663.ECP_3209	1328
362663.ECP_2729	1329
362663.ECP_2728	1330
362663.ECP_2644	1331
362663.ECP_2645	1332
362663.ECP_1092	1333
362663.ECP_1076	1334
362663.ECP_1340	1335
362663.ECP_0479	1336
362663.ECP_0181	1337
362663.ECP_1417	1338
362663.ECP_1256	1339
362663.ECP_0182	1340
362663.ECP_0480	1341
362663.ECP_2882	1342
362663.ECP_2520	1343
362663.ECP_0027	1344
362663.ECP_2727	1345
362663.ECP_2725	1346
362663.ECP_3570	1347
362663.ECP_0025	1348
362663.ECP_3741	1349
362663.ECP_0026	1350
362663.ECP_3905	1351
362663.ECP_1598	1352
362663.ECP_2359	1353
362663.ECP_3028	1354
362663.ECP_3027	1355
362663.ECP_2518	1356
362663.ECP_2519	1357
362663.ECP_0818	1358
362663.ECP_2357	1359
362663.ECP_0463	1360
362663.ECP_0104	1361
362663.ECP_4188	1362
362663.ECP_3732	1363
362663.ECP_2841	1364
362663.ECP_0004	1365
362663.ECP_2552	1366
362663.ECP_2898	1367
362663.ECP_0204	1368
362663.ECP_2292	1369
362663.ECP_0918	1370
362663.ECP_0054	1371
362663.ECP_1308	1372
362663.ECP_4772	1373
362663.ECP_2142	1374
362663.ECP_2141	1375
362663.ECP_1335	1376
362663.ECP_3933	1377
362663.ECP_3930	1378
362663.ECP_3932	1379
362663.ECP_1309	1380
362663.ECP_3205	1381
362663.ECP_1757	1382
362663.ECP_3934	1383
362663.ECP_3937	1384
362663.ECP_3931	1385
362663.ECP_4207	1386
362663.ECP_4203	1387
362663.ECP_4202	1388
362663.ECP_4476	1389
362663.ECP_3935	1390
362663.ECP_3936	1391
362663.ECP_4205	1392
362663.ECP_4204	1393
362663.ECP_0024	1394
362663.ECP_3737	1395
362663.ECP_1982	1396
362663.ECP_0669	1397
362663.ECP_0672	1398
362663.ECP_0671	1399
362663.ECP_0819	1400
362663.ECP_4177	1401
362663.ECP_1546	1402
362663.ECP_2615	1403
362663.ECP_1686	1404
362663.ECP_2503	1405
362663.ECP_3708	1406
362663.ECP_3938	1407
362663.ECP_3972	1408
362663.ECP_4206	1409
362663.ECP_0476	1410
362663.ECP_2638	1411
362663.ECP_1547	1412
362663.ECP_4774	1413
362663.ECP_0109	1414
362663.ECP_0761	1415
362663.ECP_4209	1416
362663.ECP_2660	1417
362663.ECP_2840	1418
362663.ECP_1090	1419
362663.ECP_0535	1420
362663.ECP_0170	1421
362663.ECP_2279	1422
362663.ECP_2504	1423
362663.ECP_2277	1424
362663.ECP_2640	1425
362663.ECP_2639	1426
362663.ECP_3738	1427
362663.ECP_4405	1428
362663.ECP_1098	1429
362663.ECP_4151	1430
362663.ECP_1716	1431
362663.ECP_1080	1432
362663.ECP_3124	1433
362663.ECP_2726	1434
362663.ECP_4757	1435
362663.ECP_0541	1436
362663.ECP_3485	1437
362663.ECP_2106	1438
362663.ECP_0921	1439
362663.ECP_0179	1440
362663.ECP_1089	1441
362663.ECP_2353	1442
362663.ECP_2641	1443
362663.ECP_2278	1444
362663.ECP_3252	1445
362663.ECP_4487	1446
362663.ECP_2523	1447
362663.ECP_2762	1448
362663.ECP_3999	1449
362663.ECP_1285	1450
362663.ECP_4486	1451
362663.ECP_0028	1452
362663.ECP_2330	1453
362663.ECP_4467	1454
362663.ECP_1567	1455
362663.ECP_1334	1456
362663.ECP_2500	1457
362663.ECP_4040	1458
362663.ECP_2430	1459
362663.ECP_0267	1460
362663.ECP_0133	1461
362663.ECP_2510	1462
362663.ECP_4152	1463
362663.ECP_4154	1464
362663.ECP_3871	1465
362663.ECP_0538	1466
362663.ECP_0105	1467
362663.ECP_2946	1468
362663.ECP_2945	1469
362663.ECP_1955	1470
362663.ECP_0530	1471
362663.ECP_2948	1472
362663.ECP_2509	1473
362663.ECP_4219	1474
362663.ECP_1279	1475
362663.ECP_3746	1476
362663.ECP_2765	1477
362663.ECP_3748	1478
362663.ECP_2105	1479
362663.ECP_2499	1480
362663.ECP_2182	1481
362663.ECP_4766	1482
362663.ECP_4768	1483
362663.ECP_2777	1484
362663.ECP_1126	1485
362663.ECP_2202	1486
362663.ECP_0451	1487
362663.ECP_2200	1488
362663.ECP_0571	1489
362663.ECP_2490	1490
362663.ECP_0583	1491
362663.ECP_2501	1492
362663.ECP_2186	1493
362663.ECP_2559	1494
362663.ECP_2502	1495
362663.ECP_2354	1496
362663.ECP_0412	1497
362663.ECP_1006	1498
362663.ECP_2340	1499
362663.ECP_1658	1500
362663.ECP_2877	1501
362663.ECP_2862	1502
362663.ECP_1011	1503
362663.ECP_2205	1504
362663.ECP_2185	1505
362663.ECP_1009	1506
362663.ECP_0411	1507
362663.ECP_4218	1508
362663.ECP_0590	1509
362663.ECP_1550	1510
362663.ECP_1793	1511
362663.ECP_0048	1512
362663.ECP_3264	1513
362663.ECP_3148	1514
362663.ECP_0572	1515
362663.ECP_0253	1516
362663.ECP_2761	1517
362663.ECP_1088	1518
362663.ECP_0586	1519
362663.ECP_0582	1520
362663.ECP_2351	1521
362663.ECP_3928	1522
362663.ECP_3263	1523
362663.ECP_1007	1524
362663.ECP_1008	1525
362663.ECP_1010	1526
362663.ECP_2861	1527
362663.ECP_2860	1528
362663.ECP_0187	1529
362663.ECP_0190	1530
362663.ECP_0189	1531
362663.ECP_2352	1532
362663.ECP_3578	1533
362663.ECP_2904	1534
362663.ECP_3577	1535
362663.ECP_0098	1536
362663.ECP_2358	1537
362663.ECP_1015	1538
362663.ECP_0852	1539
362663.ECP_1580	1540
362663.ECP_3590	1541
362663.ECP_2867	1542
362663.ECP_3579	1543
362663.ECP_0926	1544
362663.ECP_0585	1545
362663.ECP_3073	1546
362663.ECP_4509	1547
362663.ECP_2528	1548
362663.ECP_0944	1549
362663.ECP_0445	1550
362663.ECP_0551	1551
362663.ECP_2653	1552
362663.ECP_0266	1553
362663.ECP_0612	1554
362663.ECP_3540	1555
362663.ECP_2941	1556
362663.ECP_2951	1557
362663.ECP_2576	1558
362663.ECP_0686	1559
362663.ECP_4495	1560
362663.ECP_2853	1561
362663.ECP_4422	1562
362663.ECP_4383	1563
362663.ECP_1013	1564
362663.ECP_3616	1565
362663.ECP_1489	1566
362663.ECP_4411	1567
362663.ECP_3302	1568
362663.ECP_1508	1569
362663.ECP_0550	1570
362663.ECP_0249	1571
362663.ECP_4007	1572
362663.ECP_4228	1573
362663.ECP_3375	1574
362663.ECP_4155	1575
362663.ECP_0305	1576
362663.ECP_0306	1577
362663.ECP_0939	1578
362663.ECP_3740	1579
362663.ECP_0032	1580
362663.ECP_0031	1581
362663.ECP_2865	1582
362663.ECP_1707	1583
362663.ECP_4081	1584
362663.ECP_2864	1585
362663.ECP_0002	1586
362663.ECP_4149	1587
362663.ECP_0003	1588
362663.ECP_4223	1589
362663.ECP_4286	1590
362663.ECP_0793	1591
362663.ECP_4242	1592
362663.ECP_1054	1593
362663.ECP_2866	1594
362663.ECP_4499	1595
362663.ECP_3527	1596
362663.ECP_0695	1597
362663.ECP_0271	1598
362663.ECP_0272	1599
362663.ECP_0029	1600
362663.ECP_0950	1601
362663.ECP_0581	1602
362663.ECP_2868	1603
362663.ECP_2830	1604
362663.ECP_1106	1605
362663.ECP_3259	1606
362663.ECP_4494	1607
362663.ECP_1715	1608
362663.ECP_3943	1609
362663.ECP_4173	1610
362663.ECP_4170	1611
362663.ECP_4172	1612
362663.ECP_4500	1613
362663.ECP_0174	1614
362663.ECP_4171	1615
362663.ECP_4498	1616
362663.ECP_1566	1617
362663.ECP_4614	1618
362663.ECP_2492	1619
362663.ECP_1694	1620
362663.ECP_4497	1621
362663.ECP_2959	1622
362663.ECP_3163	1623
362663.ECP_0711	1624
362663.ECP_2931	1625
362663.ECP_3450	1626
362663.ECP_1853	1627
362663.ECP_0399	1628
362663.ECP_4034	1629
362663.ECP_4360	1630
362663.ECP_1693	1631
362663.ECP_1690	1632
362663.ECP_4023	1633
362663.ECP_2652	1634
362663.ECP_0128	1635
362663.ECP_1532	1636
362663.ECP_2152	1637
362663.ECP_2444	1638
362663.ECP_2438	1639
362663.ECP_4148	1640
362663.ECP_2526	1641
362663.ECP_0693	1642
362663.ECP_3091	1643
362663.ECP_2826	1644
362663.ECP_4273	1645
362663.ECP_2933	1646
362663.ECP_0710	1647
362663.ECP_1692	1648
362663.ECP_1691	1649
362663.ECP_4022	1650
362663.ECP_1687	1651
362663.ECP_1893	1652
362663.ECP_2935	1653
362663.ECP_1776	1654
362663.ECP_2491	1655
362663.ECP_4035	1656
362663.ECP_4036	1657
362663.ECP_0127	1658
362663.ECP_1894	1659
362663.ECP_0185	1660
362663.ECP_2617	1661
362663.ECP_0184	1662
362663.ECP_2517	1663
362663.ECP_2598	1664
362663.ECP_0169	1665
362663.ECP_4572	1666
362663.ECP_0186	1667
362663.ECP_0698	1668
362663.ECP_0697	1669
362663.ECP_3907	1670
362663.ECP_3939	1671
362663.ECP_0699	1672
362663.ECP_4465	1673
362663.ECP_4466	1674
362663.ECP_3767	1675
362663.ECP_3766	1676
362663.ECP_3940	1677
362663.ECP_3749	1678
362663.ECP_2940	1679
362663.ECP_1531	1680
362663.ECP_2484	1681
362663.ECP_1096	1682
362663.ECP_2485	1683
362663.ECP_1488	1684
362663.ECP_3929	1685
362663.ECP_4184	1686
362663.ECP_1002	1687
362663.ECP_3594	1688
362663.ECP_3609	1689
362663.ECP_3608	1690
362663.ECP_3610	1691
362663.ECP_3607	1692
362663.ECP_3380	1693
362663.ECP_4183	1694
362663.ECP_3381	1695
362663.ECP_3606	1696
362663.ECP_4049	1697
362663.ECP_4048	1698
362663.ECP_1003	1699
362663.ECP_3715	1700
362663.ECP_4050	1701
362663.ECP_2007	1702
362663.ECP_2005	1703
362663.ECP_2004	1704
362663.ECP_0059	1705
362663.ECP_2006	1706
362663.ECP_3714	1707
362663.ECP_4692	1708
362663.ECP_3693	1709
362663.ECP_3692	1710
362663.ECP_1634	1711
362663.ECP_1948	1712
362663.ECP_4139	1713
362663.ECP_1633	1714
362663.ECP_0152	1715
362663.ECP_0442	1716
362663.ECP_0060	1717
362663.ECP_1951	1718
362663.ECP_1756	1719
362663.ECP_3274	1720
362663.ECP_1950	1721
362663.ECP_3451	1722
362663.ECP_1755	1723
362663.ECP_2600	1724
362663.ECP_0380	1725
362663.ECP_1095	1726
362663.ECP_1097	1727
362663.ECP_2883	1728
362663.ECP_4693	1729
362663.ECP_1312	1730
362663.ECP_1260	1731
362663.ECP_3747	1732
362663.ECP_4198	1733
362663.ECP_3397	1734
362663.ECP_3429	1735
362663.ECP_3556	1736
362663.ECP_3555	1737
362663.ECP_0304	1738
362663.ECP_2596	1739
362663.ECP_2570	1740
362663.ECP_2597	1741
362663.ECP_2206	1742
362663.ECP_0814	1743
362663.ECP_4240	1744
362663.ECP_0153	1745
362663.ECP_2620	1746
362663.ECP_4208	1747
362663.ECP_1310	1748
362663.ECP_1311	1749
362663.ECP_1078	1750
362663.ECP_2224	1751
362663.ECP_3448	1752
362663.ECP_0155	1753
362663.ECP_3157	1754
362663.ECP_4055	1755
362663.ECP_0497	1756
362663.ECP_0178	1757
362663.ECP_3400	1758
362663.ECP_3735	1759
362663.ECP_1081	1760
362663.ECP_3406	1761
362663.ECP_3398	1762
362663.ECP_0359	1763
362663.ECP_0898	1764
362663.ECP_0154	1765
362663.ECP_3379	1766
362663.ECP_0360	1767
362663.ECP_4446	1768
362663.ECP_4193	1769
362663.ECP_3430	1770
362663.ECP_3395	1771
362663.ECP_0177	1772
362663.ECP_3432	1773
362663.ECP_3404	1774
362663.ECP_3386	1775
362663.ECP_3407	1776
362663.ECP_3403	1777
362663.ECP_4197	1778
362663.ECP_3408	1779
362663.ECP_2607	1780
362663.ECP_4448	1781
362663.ECP_1663	1782
362663.ECP_1664	1783
362663.ECP_3392	1784
362663.ECP_4447	1785
362663.ECP_3393	1786
362663.ECP_0922	1787
362663.ECP_1259	1788
362663.ECP_2516	1789
362663.ECP_2884	1790
362663.ECP_3256	1791
362663.ECP_3389	1792
362663.ECP_3314	1793
362663.ECP_3396	1794
362663.ECP_3382	1795
362663.ECP_3405	1796
362663.ECP_2610	1797
362663.ECP_4391	1798
362663.ECP_2571	1799
362663.ECP_3906	1800
362663.ECP_3710	1801
362663.ECP_2609	1802
362663.ECP_4758	1803
362663.ECP_2608	1804
362663.ECP_4201	1805
362663.ECP_3383	1806
362663.ECP_4200	1807
362663.ECP_3402	1808
362663.ECP_3385	1809
362663.ECP_3394	1810
362663.ECP_3313	1811
362663.ECP_3401	1812
362663.ECP_3387	1813
362663.ECP_3390	1814
362663.ECP_3272	1815
362663.ECP_4145	1816
362663.ECP_4199	1817
362663.ECP_0180	1818
362663.ECP_3155	1819
362663.ECP_0022	1820
362663.ECP_2226	1821
362663.ECP_3374	1822
362663.ECP_3270	1823
362663.ECP_0962	1824
362663.ECP_3557	1825
362663.ECP_3262	1826
362663.ECP_2611	1827
362663.ECP_3734	1828
362663.ECP_3253	1829
362663.ECP_4445	1830
362663.ECP_3388	1831
362663.ECP_4194	1832
362663.ECP_1665	1833
362663.ECP_0053	1834
362663.ECP_0051	1835
362663.ECP_4390	1836
362663.ECP_0466	1837
362663.ECP_0100	1838
362663.ECP_2722	1839
362663.ECP_3257	1840
362663.ECP_0475	1841
362663.ECP_2730	1842
362663.ECP_4401	1843
362663.ECP_3271	1844
362663.ECP_3376	1845
362663.ECP_3254	1846
362663.ECP_3258	1847
362663.ECP_3750	1848
362663.ECP_4195	1849
362663.ECP_3409	1850
362663.ECP_3431	1851
362663.ECP_3391	1852
362663.ECP_3384	1853
362663.ECP_3399	1854
362663.ECP_4196	1855
362663.ECP_3273	1856
362663.ECP_0095	1857
362663.ECP_0467	1858
362663.ECP_0468	1859
362663.ECP_2739	1860
362663.ECP_2342	1861
362663.ECP_1809	1862
362663.ECP_2488	1863
362663.ECP_3974	1864
362663.ECP_0465	1865
362663.ECP_1808	1866
362663.ECP_1232	1867
362663.ECP_3255	1868
362663.ECP_1810	1869
362663.ECP_2193	1870
362663.ECP_1330	1871
362663.ECP_3266	1872
362663.ECP_0052	1873
362663.ECP_1662	1874
362663.ECP_1822	1875
362663.ECP_4287	1876
362663.ECP_0464	1877
362663.ECP_1661	1878
362663.ECP_4579	1879
362663.ECP_2657	1880
362663.ECP_4580	1881
362663.ECP_0907	1882
362663.ECP_0904	1883
362663.ECP_1779	1884
362663.ECP_2258	1885
362663.ECP_2943	1886
362663.ECP_2776	1887
362663.ECP_2308	1888
362663.ECP_1863	1889
362663.ECP_2306	1890
362663.ECP_0171	1891
362663.ECP_1666	1892
362663.ECP_2942	1893
362663.ECP_2307	1894
362663.ECP_2305	1895
362663.ECP_1118	1896
362663.ECP_1117	1897
362663.ECP_1119	1898
362663.ECP_1120	1899
362663.ECP_2900	1900
362663.ECP_0685	1901
362663.ECP_4581	1902
362663.ECP_2755	1903
362663.ECP_0505	1904
362663.ECP_4142	1905
362663.ECP_1499	1906
362663.ECP_1498	1907
362663.ECP_0871	1908
362663.ECP_2901	1909
362663.ECP_1864	1910
362663.ECP_4536	1911
362663.ECP_2367	1912
362663.ECP_2304	1913
362663.ECP_2309	1914
362663.ECP_0625	1915
362663.ECP_2064	1916
362663.ECP_2601	1917
362663.ECP_2368	1918
362663.ECP_1937	1919
362663.ECP_4256	1920
362663.ECP_4257	1921
362663.ECP_4538	1922
362663.ECP_0870	1923
362663.ECP_2275	1924
362663.ECP_3136	1925
362663.ECP_0474	1926
362663.ECP_0473	1927
362663.ECP_1609	1928
362663.ECP_4451	1929
362663.ECP_4283	1930
362663.ECP_0858	1931
362663.ECP_0472	1932
362663.ECP_0869	1933
362663.ECP_0868	1934
362663.ECP_4452	1935
362663.ECP_4006	1936
362663.ECP_0023	1937
362663.ECP_3311	1938
362663.ECP_4057	1939
362663.ECP_4450	1940
362663.ECP_3310	1941
362663.ECP_2851	1942
362663.ECP_0985	1943
362663.ECP_4004	1944
362663.ECP_0090	1945
362663.ECP_0085	1946
362663.ECP_2063	1947
362663.ECP_4003	1948
362663.ECP_0159	1949
362663.ECP_0084	1950
362663.ECP_0083	1951
362663.ECP_2068	1952
362663.ECP_2065	1953
362663.ECP_3482	1954
362663.ECP_2069	1955
362663.ECP_4005	1956
362663.ECP_2062	1957
362663.ECP_2066	1958
362663.ECP_2067	1959
362663.ECP_0087	1960
362663.ECP_0089	1961
362663.ECP_0092	1962
362663.ECP_4186	1963
362663.ECP_1660	1964
362663.ECP_4144	1965
362663.ECP_2651	1966
362663.ECP_0855	1967
362663.ECP_0923	1968
362663.ECP_3276	1969
362663.ECP_2650	1970
362663.ECP_1939	1971
362663.ECP_0919	1972
362663.ECP_3476	1973
362663.ECP_1938	1974
362663.ECP_1940	1975
362663.ECP_0303	1976
362663.ECP_0951	1977
362663.ECP_0096	1978
362663.ECP_0093	1979
362663.ECP_0094	1980
362663.ECP_0086	1981
362663.ECP_0091	1982
362663.ECP_0088	1983
362663.ECP_0097	1984
362663.ECP_1638	1985
362663.ECP_2393	1986
362663.ECP_0946	1987
362663.ECP_0948	1988
362663.ECP_0945	1989
362663.ECP_0949	1990
362663.ECP_0947	1991
362663.ECP_1640	1992
362663.ECP_1979	1993
362663.ECP_1970	1994
362663.ECP_1639	1995
362663.ECP_0447	1996
362663.ECP_2602	1997
362663.ECP_0431	1998
362663.ECP_4038	1999
362663.ECP_0628	2000
362663.ECP_3147	2001
362663.ECP_2392	2002
362663.ECP_3475	2003
362663.ECP_3369	2004
362663.ECP_1942	2005
362663.ECP_1943	2006
362663.ECP_0627	2007
362663.ECP_1946	2008
362663.ECP_0626	2009
362663.ECP_0617	2010
362663.ECP_0629	2011
362663.ECP_2903	2012
362663.ECP_0618	2013
362663.ECP_0614	2014
362663.ECP_1228	2015
362663.ECP_1978	2016
362663.ECP_1976	2017
362663.ECP_3603	2018
362663.ECP_1973	2019
362663.ECP_4137	2020
362663.ECP_1944	2021
362663.ECP_0616	2022
362663.ECP_4070	2023
362663.ECP_0961	2024
362663.ECP_2630	2025
362663.ECP_4069	2026
362663.ECP_3739	2027
362663.ECP_0281	2028
362663.ECP_3368	2029
362663.ECP_1964	2030
362663.ECP_1945	2031
362663.ECP_1947	2032
362663.ECP_0765	2033
362663.ECP_1652	2034
362663.ECP_0498	2035
362663.ECP_0499	2036
362663.ECP_0440	2037
362663.ECP_4270	2038
362663.ECP_1233	2039
362663.ECP_2631	2040
362663.ECP_3658	2041
362663.ECP_0500	2042
362663.ECP_0897	2043
362663.ECP_0896	2044
362663.ECP_1671	2045
362663.ECP_0723	2046
362663.ECP_3370	2047
362663.ECP_3509	2048
362663.ECP_0429	2049
362663.ECP_3510	2050
362663.ECP_0430	2051
362663.ECP_0725	2052
362663.ECP_1941	2053
362663.ECP_0724	2054
362663.ECP_1616	2055
362663.ECP_1620	2056
362663.ECP_0726	2057
362663.ECP_1621	2058
362663.ECP_1617	2059
362663.ECP_2738	2060
362663.ECP_2737	2061
362663.ECP_2736	2062
362663.ECP_4468	2063
362663.ECP_1996	2064
362663.ECP_1619	2065
362663.ECP_1972	2066
362663.ECP_1966	2067
362663.ECP_1965	2068
362663.ECP_1971	2069
362663.ECP_3832	2070
362663.ECP_1997	2071
362663.ECP_4541	2072
362663.ECP_1967	2073
362663.ECP_4539	2074
362663.ECP_4540	2075
362663.ECP_1217	2076
362663.ECP_1218	2077
362663.ECP_2436	2078
362663.ECP_3192	2079
362663.ECP_3831	2080
362663.ECP_2732	2081
362663.ECP_3377	2082
362663.ECP_0639	2083
362663.ECP_3191	2084
362663.ECP_0638	2085
362663.ECP_2974	2086
362663.ECP_1216	2087
362663.ECP_2973	2088
362663.ECP_0276	2089
362663.ECP_0277	2090
362663.ECP_2668	2091
362663.ECP_1712	2092
362663.ECP_3683	2093
362663.ECP_3371	2094
362663.ECP_3020	2095
362663.ECP_3285	2096
362663.ECP_0929	2097
362663.ECP_3426	2098
362663.ECP_3684	2099
362663.ECP_1711	2100
362663.ECP_3682	2101
362663.ECP_3286	2102
362663.ECP_2447	2103
362663.ECP_4126	2104
362663.ECP_3023	2105
362663.ECP_2435	2106
362663.ECP_2870	2107
362663.ECP_4085	2108
362663.ECP_3731	2109
362663.ECP_1263	2110
362663.ECP_4062	2111
362663.ECP_4083	2112
362663.ECP_4084	2113
362663.ECP_4479	2114
362663.ECP_4477	2115
362663.ECP_4478	2116
362663.ECP_4480	2117
362663.ECP_2448	2118
362663.ECP_2445	2119
362663.ECP_2734	2120
362663.ECP_2873	2121
362663.ECP_2869	2122
362663.ECP_2874	2123
362663.ECP_0149	2124
362663.ECP_3505	2125
362663.ECP_3973	2126
362663.ECP_3602	2127
362663.ECP_3601	2128
362663.ECP_2446	2129
362663.ECP_2733	2130
362663.ECP_2875	2131
362663.ECP_2872	2132
362663.ECP_3506	2133
362663.ECP_3507	2134
362663.ECP_1627	2135
362663.ECP_0902	2136
362663.ECP_2871	2137
362663.ECP_2793	2138
362663.ECP_2794	2139
362663.ECP_1630	2140
362663.ECP_2843	2141
362663.ECP_2536	2142
362663.ECP_1629	2143
362663.ECP_2535	2144
362663.ECP_1631	2145
362663.ECP_1626	2146
362663.ECP_1628	2147
362663.ECP_0057	2148
362663.ECP_0150	2149
362663.ECP_2533	2150
362663.ECP_2532	2151
362663.ECP_2534	2152
362663.ECP_2531	2153
362663.ECP_2529	2154
362663.ECP_2949	2155
362663.ECP_3458	2156
362663.ECP_3500	2157
362663.ECP_4056	2158
362663.ECP_2350	2159
362663.ECP_2422	2160
362663.ECP_2836	2161
362663.ECP_2899	2162
362663.ECP_3997	2163
362663.ECP_1258	2164
362663.ECP_0432	2165
362663.ECP_3994	2166
362663.ECP_4210	2167
362663.ECP_3995	2168
362663.ECP_0536	2169
362663.ECP_2457	2170
362663.ECP_4063	2171
362663.ECP_4061	2172
362663.ECP_4077	2173
362663.ECP_3459	2174
362663.ECP_2227	2175
362663.ECP_1552	2176
362663.ECP_2229	2177
362663.ECP_4211	2178
362663.ECP_0164	2179
362663.ECP_3996	2180
362663.ECP_1553	2181
362663.ECP_2595	2182
362663.ECP_0015	2183
362663.ECP_2835	2184
362663.ECP_2530	2185
362663.ECP_2614	2186
362663.ECP_4386	2187
362663.ECP_3554	2188
362663.ECP_4387	2189
362663.ECP_4330	2190
362663.ECP_4060	2191
362663.ECP_4140	2192
362663.ECP_0534	2193
362663.ECP_0014	2194
362663.ECP_2159	2195
362663.ECP_2156	2196
362663.ECP_2158	2197
362663.ECP_4141	2198
362663.ECP_2157	2199
362663.ECP_2160	2200
362663.ECP_0999	2201
362663.ECP_1000	2202
362663.ECP_0175	2203
362663.ECP_4212	2204
362663.ECP_4331	2205
362663.ECP_0887	2206
362663.ECP_2188	2207
362663.ECP_2842	2208
362663.ECP_2189	2209
362663.ECP_2235	2210
362663.ECP_3354	2211
362663.ECP_2187	2212
362663.ECP_2555	2213
362663.ECP_3353	2214
362663.ECP_2238	2215
362663.ECP_0512	2216
362663.ECP_1047	2217
362663.ECP_4308	2218
362663.ECP_4307	2219
362663.ECP_2236	2220
362663.ECP_2237	2221
362663.ECP_1799	2222
362663.ECP_2241	2223
362663.ECP_2234	2224
362663.ECP_4309	2225
